,Artist,Song,Lyrics,Genre
10,Tim McGraw,http://www.songlyrics.com/tim-mcgraw/if-you-re-reading-this-lyrics/,"If you're reading this, my momma's sitting there
Looks like I only got a one-way ticket over here
I sure wish I could give you one more kiss
And war was just a game we played when we were kids

Well I'm laying down my gun, I'm hanging up my boots
I'm up here with God and we're both watching over you

So lay me down
In that open field out on the edge of town
And know my soul
Is where my momma always prayed that it would go
If you're reading this I'm already home

If you're reading this half way around the world
I won't be there to see the birth of our little girl
I hope she looks like you, I hope she fights like me
And stands up for the innocent and the weak

I'm laying down my gun, I'm hanging up my boots
Tell dad I don't regret that I followed in his shoes

So lay me down
In that open field out on the edge of town
And know my soul
Is where my momma always prayed that it would go
If you're reading this I'm already home

If you're reading this there's gonna come a day
When you move on and find someone else and that's okay
Just remember this I'm in a better place
Where soldiers live in peace and angels sing ""Amazing Grace""

So lay me down
In that open field out on the edge of town
And know my soul
Is where my momma always prayed that it would go
If you're reading this, if you're reading this I'm already home",Country
11,Tim McGraw,http://www.songlyrics.com/tim-mcgraw/don-t-take-the-girl-lyrics/,"Johnny's daddy was takin' him fishin'
When he was eight years old
A little girl came through the front gate
Holdin' a fishin' pole

His dad looked down and smiled
Said, ""We can't leave her behind
Son, I know you don't want her to go
But someday you'll change your mind""

And Johnny said
""Take Jimmy Johnson
Take Tommy Thompson
Take my best friend Bo""

""Take anybody that you want
As long as she don't go
Take any boy in the world
Daddy please, don't take the girl""

Same old boy, same sweet girl
Ten years down the road
He held her tight and kissed her lips
In front of the picture show

Stranger came and pulled a gun
Grabbed her by the arm
Said, ""If you do what I tell you to
There won't be any harm""

And Johnny said
""Take my money
Take my wallet
Take my credit cards""

""Here's the watch that my grandpa gave me
Here's the key to my car
Mister, give it a whirl
But please don't take the girl""

Same old boy, same sweet girl
Five years down the road
There's gonna be a little one
And she says it's time to go

Doctor says
""The baby's fine
But you'll have to leave
'Cause his momma's
Fading fast""

And Johnny hit his knees
And there he prayed
""Take the very breath You gave me
Take the heart from my chest""

""I'll gladly take her place if You'll let me
Make this my last request
Take me out of this world
God, please don't take the girl""

Johnny's daddy
Was takin' him fishin'
When he was eight years old",Country
12,Tim McGraw,http://www.songlyrics.com/tim-mcgraw/let-it-go-lyrics/,"I've been caught sideways out here on the crossroads
Tryin' to buy back the pieces I lost of my soul
It's hard when the Devil won't get off your back
It's like carryin' around the past in a hundred pound sack

Today, I'm gonna keep on walkin'
I'm gonna hold my head up high, gonna leave it all behind
Today, I'm gonna stand out in the rain
Let it wash it all away, yeah, wash it all away

I'm gonna let it go, oh yeah
I'm gonna let it go, oh yeah

Skeletons and ghosts are hidin' in the shadows
Threatening me with all the things that they know
Choices and mistakes, they all know my name
I'm through holdin' in and holdin' on to all that pain

Today, I'm gonna keep on walkin'
I'm gonna hold my head up high, got no more tears to cry
Today, I'm gonna stand out in the rain
Let it wash it all away, yeah, wash it all away

I'm gonna let it go, oh yeah
I'm gonna let it go, oh yeah

And I know, I know, I know, I know I been forgiven
I know, I know, I know, I'm gonna start livin'

Today, I'm gonna keep on walkin'
I'm gonna hold my head up high, I'm gonna leave it all behind
Today, I'm gonna stand out in the rain
Let it wash it all away, yeah, wash it all away

I'm gonna let it go, oh yeah
I'm gonna let it go, oh yeah
I'm gonna let it go, oh yeah, oh yeah",Country
13,Tim McGraw,http://www.songlyrics.com/tim-mcgraw/back-when-lyrics/,"Don't you remember
The fizz in a pepper
Peanuts in a bottle
At ten, two and four

A fried bologna sandwich
With mayo and tomato
Sittin' round the table
Don't happen much anymore

We've gotten too complicated
It's all way over-rated
I like the old and out-dated
Way of life

Back when a hoe was a hoe
Coke was a Coke
And crack's what you were doing
When you were cracking jokes

Back when a screw was a screw
The wind was all that blew
And when you said, ""I'm down with that""
Well, it meant you had the flu

I miss back when
I miss back when
I miss back when

I love my records
Black and shiny vinyl
Clicks and pops and white noise
Man, they sounded fine

I had my favorite stations
The ones that played them all
Country, Soul and Rock and Roll
What happened to those times?

I'm readin' street slang for dummies
'Cause they put pop in my Country
I want more for my money
The way it was back then

Back when a hoe was a hoe
Coke was a Coke
And crack's what you were doing
When you were cracking jokes

Back when a screw was a screw
The wind was all that blew
And when you said, ""I'm down with that""
Well, it meant you had the flu

I miss back when
I miss back when
I miss back when

Give me a flat top for strumming
I want the whole world a-humming
Whoa, just keep it coming
The way it was back then

Back when a hoe was a hoe
Coke was a Coke
And crack's what you were doing
When you were cracking jokes

Back when a screw was a screw
The wind was all that blew
And when you said, ""I'm down with that""
Well it meant you had the flu

I miss back when
I miss back when
I miss back when

I miss back when
I miss back when",Country
14,Tim McGraw,http://www.songlyrics.com/tim-mcgraw/indian-outlaw-lyrics/,"I'm an Indian Outlaw
Half Cherokee and Choctaw
My baby she's a Chippewa
She's one of a kind

All my friends call me Bear Claw
The Village Chieftain is my paw-paw
He gets his orders from my maw-maw
She makes him walk in line

You can find me in my wigwam
I'll be beatin' on my tom-tom
Pull out the pipe and smoke you some
Hey and pass it around

'Cause I'm an Indian Outlaw
Half Cherokee and Choctaw
My baby she's a Chippewa
She's one of a kind

I ain't lookin' for trouble
We can ride my pony double
Make your little heart bubble
Lord, like a glass of wine

I remember the medicine man
He caught runnin' water in my hands
Drug me around by my headband
Said I wasn't her kind

'Cause I'm an Indian Outlaw
Half Cherokee and Choctaw
My baby she's a Chippewa
She's one of a kind

I can kill a deer or buffalo
With just my arrow and my hickory bow
From a hundred yard don't you know
I do it all the time

They all gather 'round my teepee
Late at night tryin' to catch a peek at me
In nothin' but my buffalo briefs
I got 'em standin' in line

'Cause I'm an Indian Outlaw
Half Cherokee and Choctaw
My baby she's a Chippewa
She's one of a kind

Cherokee people
Cherokee tribe
So proud to live
So proud to die",Country
15,Tim McGraw,http://www.songlyrics.com/tim-mcgraw/tim-mcgraw-don-t-take-the-girl-lyrics/,"Johnny's daddy was taking him fishin'
When he was eight years old
Little girl came through the front gate
Holdin' a fishin' pole

His dad looked down and smiled
He said, ""We can't leave her behind
Son, I know you don't want her to go
But someday you'll change your mind""

And Johnny said
""Take Jimmy Johnson
Take Tommy Thompson
Take my best friend, Bo""

""Take anybody that you want
As long as she don't go
Take any boy in the world
Daddy please, don't take the girl""

Same old boy, same sweet girl
Ten years down the road
He held her tight and kissed her lips
In front of the picture show

Stranger came and pulled a gun
Grabbed her by the arm
Said, ""If you do what I tell you to
There won't be any harm""

And Johnny said
""Take my money, take my wallet
Take my credit cards
Here's the watch that my grandpa gave me""

""Here's the key to my car
Mister, give it a whirl
But please don't take the girl""

Same old boy, same sweet girl
Five years down the road
There's gonna be a little one
And she says, â€½It's time to goâ€

Doctor says, â€½The baby's fine
But you'll have to leave
'Cause his momma's fading fastâ€
And Johnny hit his knees

And there he prayed
""Take the very breath you gave me
Take the heart from my chest
I'll gladly take her place if you'll let me""

""Make this my last request
Take me out of this world
God, please don't take the girl""

Johnny's daddy was taking him fishin'
When he was eight years old",Country
16,Tim McGraw,http://www.songlyrics.com/tim-mcgraw/can-t-be-really-gone-lyrics/,"Her hat is hanging by the door
The one she bought in Mexico
It blocked the wind, it stopped the rain
She'd never leave that one
So, she can't be really gone

The shoes she bought on Christmas Eve
She laughed and said they called her name
It's like they're waiting in the hall
For her to slip them on
So, she can't be really gone

I don't know when she'll come back
She must intend to come back
And I've seen the error of my ways

Don't waste the tears on me
What more proof do you need
Just look around the room
So much of her remains

Her book is lying on the bed
The Two of Hearts to mark her page
Now, who could ever walk away
At chapter twenty-one
So, she can't be really gone

Just look around the room
So much of her remains

Her book is lying on the bed
The Two of Hearts to mark her page
Now, who could ever walk away
With so much left undone
So, she can't be really gone

No, she can't be really gone",Country
17,Tim McGraw,http://www.songlyrics.com/tim-mcgraw/angry-all-the-time-lyrics/,"Tim McGraw
Miscellaneous
Angry All The Time

Here we are 
What is left of a husband and a wife four good kids 
Who have a way of gettin on with their lives 
I'm not old but I'm getting a whole lot older every day 
It's too late to keep from goin' crazy 
I got to get away 

The reasons that I can't stay don't have a thing to do with being in love 
And I understand that lovin a man shouldn't have to be this rough 
You ain't the only one Who feels like this world left you far behind 
I don't know why you gotta be Angry All The Time 

Our boys are strong the spittin image of you when you were young 
I hope someday they can see past what you have become 
I remember every time I said I'd never leave 
What I can't live with is memories of the way you used to be 

The reasons that I can't stay don't have a thing to do with being in love 
And I understand that lovin a man shouldn't have to be this rough 
You ain't the only one Who feels like this world left you far behind 
I don't know why you gotta be Angry All The Time 

Twenty years have came and went since I walked out of your door 
I never quite made it back to the one I was before 
And God it hurts me to think of you 
For the light in your eyes was gone sometimes 
I don't know why this old world can't leave well enough alone 

The reasons that I can't stay don't have a thing to do with being in love 
And I understand that lovin a man shouldn't have to be this rough 
You ain't the only one Who feels like this world left you far behind 
I don't know why you gotta be Angry All The Time",Country
18,Tim McGraw,http://www.songlyrics.com/tim-mcgraw/tim-mcgraw-please-remember-me-lyrics/,"When all our tears have reached the sea
Part of you will live in me
Way down deep inside my heart

The days keep coming without fail
New wind is gonna find your sail
That's where your journey starts

You'll find better love, strong as it ever was
Deep as the river runs, warm as the morning sun
Please remember me

Just like the waves down by the shore
We're gonna keep on coming back for more
'Cause we don't ever wanna stop

Out in this brave new world you seek
O'er the valleys and the peaks
And I can see you on the top

You'll find better love, strong as it ever was
Deep as the river runs, warm as the morning sun
Please remember me

Remember me when you're out walkin'
When the snow falls high outside your door
Late at night when you're not sleepin'
And moonlight fall across your floor
When I can't hurt you anymore

You'll find better love, strong as it ever was
Deep as the river runs, warm as the morning sun
Please remember me
Please remember me",Country
19,Tim McGraw,http://www.songlyrics.com/tim-mcgraw/tim-mcgraw-just-to-see-you-smile-lyrics/,"You always had an eye for things that glittered
But I was far from being made of gold
I don't know how but I scraped up the money
I just never could quite tell you no

Just like when you were leaving Amarillo
Takin' that new job in Tennessee
And I quit mine so we could be together
I can't forget the way you looked at me

Just to see you smile
I'd do anything that you wanted me to
When all is said and done, I'd never count the cost
It's worth all that's lost just to see you smile

When you said time was all you really needed
I walked away and let you have your space
â€~Cause leavin' didn't hurt me near as badly
As the tears I saw rollin' down your face

And yesterday I knew just what you wanted
When you came walkin' up to me with him
So I told you that I was happy for you
And given the chance I'd lie again

Just to see you smile
I'd do anything that you wanted me to
When all is said and done, I'd never count the cost
It's worth all that's lost just to see you smile

Just to see you smile
I'd do anything that you wanted me to
When all is said and done, I'd never count the cost
It's worth all that's lost just to see you smile",Country
20,Tim McGraw,http://www.songlyrics.com/tim-mcgraw/real-good-man-lyrics/,"Girl, you've never known no one like me
Up there in your high society
They might tell you I'm no good
Girl, they need to understand
Just who I am

I may be a real bad boy
But baby, I'm a real good man

I may drink too much and play too loud
Hang out with a rough and rowdy crowd
That don't mean I don't respect
My mama or my Uncle Sam
Yes sir, yes ma'am

I may be a real bad boy
But baby, I'm a real good man

I might have a reckless streak
At least a country mile wide
If you're gonna run with me
It's gonna be a wild ride

When it comes to lovin' you
I've got velvet hands
I'll show you how a real bad boy
Can be a real good man

I'll take all the good times I can get
I'm too young for growing up just yet
Ain't much I can promise you
Except to do the best I can
I'll be damned

I may be a real bad boy
But baby, I'm a real good man

I may be a real bad boy
But baby, I'm a real good man

Yes, I am",Country
21,Tim McGraw,http://www.songlyrics.com/tim-mcgraw/if-i-died-today-lyrics/,"If I died today, who'd turn off my coffee pot?
Would there be a street parade?
Would I just be an afterthought?

If I died today, would I still be a waiter?
Could I fly around like Superman?
Would I make the Sunday paper?

I wonder who I'd see cryin' standin' over me
And who would just send their regards
Would anybody say, ""At least he's in a better place""?
And who would get this old guitar?

If I died today, would my mama keep on prayin'?
Would my buddies go out drinkin'?
Would my alarm clock keep on blinkin'?

And if I died today, would I need to be ashamed?
Would I be easy to forget?
Could I live with my regrets?

I wonder who I'd see cryin' standin' over me
And who would just send their regards
Would anybody say the world will never be the same?
And who would get this old guitar?

If I died today, could I see my room from heaven?
Would my family talk about me
Every Christmas and Thanksgivin'?

I wonder who I'd see cryin' standin' over me
And who would just send their regards
Would anybody say what a good guy, what a shame?
And who would get this old guitar?

If I died today, who'd turn off my coffee pot?",Country
22,Tim McGraw,http://www.songlyrics.com/tim-mcgraw/shotgun-rider-lyrics/,"[[Verse 1]]:

Rooollll
Won't you come roll with me?
Slow, fast, full speed.
Girl wherever sweet time takes us.
Hang with me down this old road
Only God knows where we'll go
Don't matter long as I've got your love

[[Chorus]]:

I don't ever wanna wake up looking into someone else's eyes.
Another voice calling me baby on the other end of the phone.
A new girl putting on her makeup before dinner on Friday night.
No I don't ever wanna know-oh-oh,
No other shotgun rider beside me singing to the radioooooooo.
Oooooo ooooooo

[[Verse 2]]:

Slideeee
Slide over nice and close
Lay your head down on my shoulder
You can fall asleep I'll let you dream.
Life ain't nothing but a dream, 
Don't wanna be cruising through this dream without you

[[Chorus]]:

I don't ever wanna wake up looking into someone else's eyes.
Another voice calling me baby on the other end of the phone.
A new girl putting on her makeup before dinner on Friday night.
No I don't ever wanna know-oh-oh,
No other shotgun rider beside me singing to the radioooooooo.
Oooooo ooooooo
No other shotgun rider 

[[Repeat Chorus]]:

I don't ever wanna wake up looking into someone else's eyes.
Another voice calling me baby on the other end of the phone.
A new girl putting on her makeup before dinner on Friday night.
No I don't ever wanna know-oh-oh,
No other shotgun rider beside me singing to the radioooooooo.
Oooooo ooooooo
No other shotgun rider
Oooooo ooooooo
Singing to the radio
Oooooo ooooooo",Country
23,Tim McGraw,http://www.songlyrics.com/tim-mcgraw/last-dollar-fly-away-lyrics/,"1, 2, 3, like a bird I sing
'Cause you've given me the most beautiful set of wings
And I'm so glad you're here today
'Cause tomorrow I might have to go and fly away, hey!

I'm down to my last dollar, I've walked right though my shoes
Just a small reminder of the hell that I've gone through
But look at me still smiling as I'm wondering what I'll do
Since I ain't got nothing I got nothing to lose
Everybody say, ""Ha ha ha ha, ha ha ha ha""

Well my friends are always giving me watches, hats and wine
That's how I know this is serious, that's how I know it's time
I don't have to worry about things that I don't have
'Cause if I ain't got nothing I got nothing to hold me back

And 1, 2, 3, like a bird I sing
'Cause you've given me the most beautiful set of wings
And I'm so glad you're here today
'Cause tomorrow I might have to go and fly away
Fly away, fly away
Fly away, fly away

There's nothing that's worth keeping me from places I should go
From Happyville to Lovingland I'm gonna tour from coast to coast
I'm leaving everything behind, there's not much that I need
'Cause if I ain't got nothing I'm footloose and fancy free

And 1, 2, 3, like a bird I sing
'Cause you've given me the most beautiful set of wings
And I'm so glad you're here today
'Cause tomorrow I might have to go and fly away
Fly away, fly away
Fly away, fly away

Look at me so free, nothing's holding me down
Look at me so free, can't keep my feet on the ground

And 1, 2, 3, like a bird I sing
'Cause you've given me the most beautiful set of wings
And I'm so glad you're here today
'Cause tomorrow I might have to go and

1, 2, 3, like a bird I sing
'Cause you've given me the most beautiful set of wings
And I'm so glad you're here today
'Cause tomorrow I might have to go and fly away
Fly away, fly away
Fly away, fly away
Fly away, fly away

1, 2, 3, like a bird I sing
'Cause you've given me the most beautiful set of wings
1, 2, 3, like a bird I sing
'Cause you've given me the most beautiful set of wings

1, 2, 3, like a bird I sing
'Cause you've given me the most beautiful set of wings
1, 2, 3, like a bird I sing
'Cause you've given me the most beautiful set of wings

1, 2, 3, like a bird I sing
'Cause you've given me the most beautiful set of wings",Country
24,Tim McGraw,http://www.songlyrics.com/tim-mcgraw/better-than-i-used-to-be-single-lyrics/,"I know how to hold a grudge
I can send a bridge up in smoke
And I can't count the people I've let down
The hearts I've broke

You ain't gotta dig too deep
If you wanna find some dirt on me
But I'm learning who you've been
Ain't who you've gotta be

It's gonna be an uphill climb
Oh honey, I won't lie

I ain't no angel
But I've been sitting out a few more dances
With the devil
And cleaning up my act little by little

I'm getting there
I can finally stand the man in the mirror I see
I ain't as good as I'm gonna get
But I'm better than I used to be

I've pinned a lot of demons to the ground
Got a lot of old habits licked
But there's still one or two
I might need you to help me kick

Standing in the rain so long
Has left me with a little rust
But put some faith in me, some day you'll see
There's a diamond under all this dust

I ain't no angel
But I've been sitting out a few more dances
With the devil
And cleaning up my act little by little

I'm getting there
I can finally stand the man in the mirror I see
I ain't as good as I'm gonna get
But I'm better than I used to be

I ain't no angel
But I've been sitting out a few more dances
With the devil
And cleaning up my act little by little

I'm getting there
I can finally stand the man in the mirror I see
I ain't as good as I'm gonna get
But I'm better than I used to be

Oh Lord, I'm better than I used to be",Country
